Hour,Solar (MW),BESS flow (MW),SOC (MWh),Energy served (MW)
1929,170.0886899519021,-70.088691,1259.1826,100.0
1930,91.34023998745012,8.6597597,1250.067,100.0
1931,15.171080416352657,84.82892,1160.7734,100.0
1932,0.0,100.0,1055.5103,100.0
1933,0.0,100.0,950.24712,100.0
1934,0.0,100.0,844.98396,100.0
1935,0.0,100.0,739.7208,100.0
1936,0.0,100.0,634.45764,100.0
1937,0.0,100.0,529.19448,100.0
1938,0.0,100.0,423.93133,100.0
1939,0.0,100.0,318.66817,100.0
1940,0.0,100.0,213.40501,100.0
1941,0.0,100.0,108.14185,100.0
1942,0.0,51.36738,54.070926,51.36738
1943,0.0,25.68369,27.035463,25.68369
1944,14.736660517437905,12.841845,13.517732,27.578506
1945,90.71875222057655,6.4209225,6.7588658,97.139675
1946,169.56878277098,-69.568783,79.989164,100.0
1947,235.77717318805614,-135.77717,222.91251,100.0
1948,283.0715935515776,-183.07159,415.61945,100.0
1949,307.6994736078277,-207.69947,634.25047,100.0
1950,307.8094111308577,-207.80941,852.99722,100.0
1951,283.39596419880166,-183.39597,1046.0456,100.0
1952,236.2993157918702,-136.29932,1189.5186,100.0
1953,170.25839649409804,-70.258397,1263.4748,100.0
1954,91.5148657352245,8.4851339,1254.5431,100.0
1955,15.339882858972587,84.660117,1165.4271,100.0
1956,0.0,100.0,1060.164,100.0
1957,0.0,100.0,954.90083,100.0
1958,0.0,100.0,849.63767,100.0
1959,0.0,100.0,744.37452,100.0
1960,0.0,100.0,639.11136,100.0
1961,0.0,100.0,533.8482,100.0
1962,0.0,100.0,428.58504,100.0
1963,0.0,100.0,323.32188,100.0
1964,0.0,100.0,218.05873,100.0
1965,0.0,100.0,112.79557,100.0
1966,0.0,53.577895,56.397784,53.577895
1967,0.0,26.788948,28.198892,26.788948
1968,15.48652781064677,13.394474,14.099446,28.881002
1969,91.70127948283879,6.6972369,7.049723,98.398517
1970,170.46272057816208,-70.462721,81.221009,100.0
1971,236.539738005651,-136.53974,224.94705,100.0
1972,283.69226457910776,-183.69227,418.30733,100.0
1973,308.1816318568135,-208.18163,637.44589,100.0
1974,308.1672368180298,-208.16724,856.5693,100.0
1975,283.6529661719826,-183.65297,1049.8882,100.0
1976,236.4869104777502,-136.48691,1193.5586,100.0
1977,170.41434490757925,-70.414346,1267.679,100.0
1978,91.68000196159453,8.3199977,1258.9211,100.0
1979,15.505442944190849,84.494557,1169.9795,100.0
1980,0.0,100.0,1064.7163,100.0
1981,0.0,100.0,959.45316,100.0
1982,0.0,100.0,854.19,100.0
1983,0.0,100.0,748.92685,100.0
1984,0.0,100.0,643.66369,100.0
1985,0.0,100.0,538.40053,100.0
1986,0.0,100.0,433.13737,100.0
1987,0.0,100.0,327.87421,100.0
1988,0.0,100.0,222.61106,100.0
1989,0.0,100.0,117.3479,100.0
1990,0.0,55.740252,58.673949,55.740252
1991,0.0,27.870126,29.336975,27.870126
1992,16.24570579132146,13.935063,14.668487,30.180769
1993,92.67689063926561,6.9675315,7.3342437,99.644422
1994,171.34471403335417,-71.344715,82.433943,100.0
1995,237.28663705191363,-137.28664,226.94619,100.0
1996,284.29459282137566,-184.29459,420.9405,100.0
1997,308.64393494319813,-208.64394,640.5657,100.0
1998,308.5049539202578,-208.50496,860.0446,100.0
1999,283.8908824477249,-183.89088,1053.614,100.0
2000,236.6576570727951,-136.65766,1197.4641,100.0
2001,170.55677092266382,-70.556772,1271.7344,100.0
2002,91.83590118796221,8.1640984,1263.1406,100.0
2003,15.667889952494507,84.33211,1174.37,100.0
2004,0.0,100.0,1069.1068,100.0
2005,0.0,100.0,963.84366,100.0
2006,0.0,100.0,858.5805,100.0
2007,0.0,100.0,753.31734,100.0
2008,0.0,100.0,648.05418,100.0
2009,0.0,100.0,542.79103,100.0
2010,0.0,100.0,437.52787,100.0
2011,0.0,100.0,332.26471,100.0
2012,0.0,100.0,227.00155,100.0
2013,0.0,100.0,121.73839,100.0
2014,0.0,57.825737,60.869197,57.825737
2015,0.0,28.912869,30.434598,28.912869
2016,17.013121804498216,14.456434,15.217299,31.469556
2017,93.64489615427797,6.3551035,8.5277166,100.0
2018,172.2141770462834,-72.214178,84.542641,100.0
2019,238.01741323283372,-138.01741,229.82413,100.0
2020,284.87826655829826,-184.87827,424.43283,100.0
2021,309.08622054658485,-209.08622,644.52359,100.0
2022,308.8225422416866,-208.82254,864.3368,100.0
2023,284.10981713513553,-184.10982,1058.1366,100.0
2024,236.8117568635413,-136.81176,1202.149,100.0
2025,170.68593728150788,-70.685938,1276.5552,100.0
2026,91.98283917288106,8.0171605,1268.1161,100.0
2027,15.827369467758729,84.17263,1179.5133,100.0
2028,0.0,100.0,1074.2502,100.0
2029,0.0,100.0,968.98703,100.0
2030,0.0,100.0,863.72387,100.0
2031,0.0,100.0,758.46071,100.0
2032,0.0,100.0,653.19756,100.0
2033,0.0,100.0,547.9344,100.0
2034,0.0,100.0,442.67124,100.0
2035,0.0,100.0,337.40808,100.0
2036,0.0,100.0,232.14492,100.0
2037,0.0,100.0,126.88177,100.0
2038,0.0,60.268839,63.440884,60.268839
2039,0.0,30.13442,31.720442,30.13442
2040,17.787696476923976,15.06721,15.860221,32.854906
2041,94.60460332628944,5.3953963,10.180856,100.0
2042,173.070527693575,-73.070528,87.097202,100.0
2043,238.7316205981795,-138.73162,233.13049,100.0
2044,285.442991554058,-185.44299,428.33364,100.0
2045,309.50834920832466,-209.50835,648.86874,100.0
2046,309.1200084729431,-209.12001,868.99507,100.0
2047,284.3099036145577,-184.3099,1063.0055,100.0
2048,236.94944093333717,-136.94944,1207.1628,100.0
2049,170.80213503456238,-70.802136,1281.6914,100.0
2050,92.12111610326725,7.8788835,1273.3978,100.0
2051,15.98404417810171,84.015956,1184.96,100.0
2052,0.0,100.0,1079.6968,100.0
2053,0.0,100.0,974.43364,100.0
2054,0.0,100.0,869.17048,100.0
2055,0.0,100.0,763.90733,100.0
2056,0.0,100.0,658.64417,100.0
2057,0.0,100.0,553.38101,100.0
2058,0.0,100.0,448.11785,100.0
2059,0.0,100.0,342.85469,100.0
2060,0.0,100.0,237.59154,100.0
2061,0.0,100.0,132.32838,100.0
2062,0.0,62.85598,66.164189,62.85598
2063,0.0,31.42799,33.082095,31.42799
2064,18.56834664608505,15.713995,16.541047,34.282342
2065,95.55531847403923,4.4446811,11.862436,100.0
2066,173.91319026939001,-73.913191,89.665794,100.0
2067,239.42882606925878,-139.42883,236.43298,100.0
2068,285.98849246170386,-185.98849,432.21034,100.0
2069,309.9102053309941,-209.91021,653.16845,100.0
2070,309.39738677227353,-209.39739,873.58676,100.0
2071,284.49130470133406,-184.49131,1067.7881,100.0
2072,237.0709699493293,-137.07097,1212.0734,100.0
2073,170.9056830350342,-70.905684,1286.7109,100.0
2074,92.25105592872704,7.7489437,1278.5541,100.0
2075,16.138093322515562,83.861907,1190.2785,100.0
2076,0.0,100.0,1085.0153,100.0
2077,0.0,100.0,979.75214,100.0
2078,0.0,100.0,874.48898,100.0
2079,0.0,100.0,769.22582,100.0
2080,0.0,100.0,663.96266,100.0
2081,0.0,100.0,558.69951,100.0
2082,0.0,100.0,453.43635,100.0
2083,0.0,100.0,348.17319,100.0
2084,0.0,100.0,242.91003,100.0
2085,0.0,100.0,137.64687,100.0
2086,0.0,65.382265,68.823437,65.382265
2087,0.0,32.691132,34.411718,32.691132
2088,19.353988936261675,16.345566,17.205859,35.699555
2089,96.4963499841126,3.5036496,13.517807,100.0
2090,174.74159792464735,-74.741599,92.193174,100.0
2091,240.1086115269225,-140.10861,239.67592,100.0
2092,286.514514187185,-186.51452,436.00699,100.0
2093,310.2916977728139,-210.2917,657.36668,100.0
2094,309.65473857049415,-209.65474,878.05588,100.0
2095,284.6542117034082,-184.65421,1072.4287,100.0
2096,237.1766325957695,-137.17663,1216.8252,100.0
2097,170.9969258504752,-70.996927,1291.5588,100.0
2098,92.37300404415424,7.6269956,1283.5304,100.0
2099,16.289711033423824,83.710289,1195.4143,100.0
2100,0.0,100.0,1090.1511,100.0
2101,0.0,100.0,984.88797,100.0
2102,0.0,100.0,879.62481,100.0
2103,0.0,100.0,774.36165,100.0
2104,0.0,100.0,669.09849,100.0
2105,0.0,100.0,563.83534,100.0
2106,0.0,100.0,458.57218,100.0
2107,0.0,100.0,353.30902,100.0
2108,0.0,100.0,248.04586,100.0
2109,0.0,100.0,142.78271,100.0
2110,0.0,67.821785,71.391353,67.821785
2111,0.0,33.910893,35.695676,33.910893
2112,20.143543507095647,16.955446,17.847838,37.09899
2113,97.42701155385397,2.5729881,15.13943,100.0
2114,175.5551953944705,-75.555196,94.671215,100.0
2115,240.7705757971489,-140.77058,242.85077,100.0
2116,287.0208229939044,-187.02082,439.71479,100.0
2117,310.65276,-210.65276,661.45454,100.0
2118,309.89215177752396,-209.89215,882.39365,100.0
2119,284.79884276404374,-184.79884,1076.9188,100.0
2120,237.26674315898205,-137.26674,1221.4101,100.0
2121,171.07623087226796,-71.076232,1296.2271,100.0
2122,92.48732417457934,7.5126755,1288.3191,100.0
2123,16.439104078905327,83.560896,1200.3602,100.0
2124,0.0,100.0,1095.0971,100.0
2125,0.0,100.0,989.83391,100.0
2126,0.0,100.0,884.57076,100.0
2127,0.0,100.0,779.3076,100.0
2128,0.0,100.0,674.04444,100.0
2129,0.0,100.0,568.78128,100.0
2130,0.0,100.0,463.51812,100.0
2131,0.0,100.0,358.25497,100.0
2132,0.0,100.0,252.99181,100.0
2133,0.0,100.0,147.72865,100.0
2134,0.0,70.171109,73.864325,70.171109
2135,0.0,35.085554,36.932163,35.085554
