Result_ID,Sensitivity,Country,Year,Tech,Availability,LCOE,Cost,Solar_Capacity_MW,BESS_Energy_MWh
6378,Default,United States,2023,Solar+BESS,0.35,40.76,1824235.8676070415,1.5,0.6
6379,DR=0.08_LT=25,United States,2023,Solar+BESS,0.35,55.73,1824235.8676070415,1.5,0.6
6380,Default,United States,2015,Coal,0.35,76.11257708239307,2087820.0000000002,,
6381,DR=0.08_LT=25,United States,2015,Coal,0.35,94.9534806414216,2087820.0000000002,,
6382,Default,United States,2016,Coal,0.35,76.07116661727679,2087820.0000000002,,
6383,DR=0.08_LT=25,United States,2016,Coal,0.35,94.91207017630535,2087820.0000000002,,
6384,Default,United States,2017,Coal,0.35,80.3889201056489,2087820.0000000002,,
6385,DR=0.08_LT=25,United States,2017,Coal,0.35,99.22982366467744,2087820.0000000002,,
6386,Default,United States,2018,Coal,0.35,83.53498522192795,2087820.0000000002,,
6387,DR=0.08_LT=25,United States,2018,Coal,0.35,102.3758887809565,2087820.0000000002,,
6388,Default,United States,2019,Coal,0.35,78.06520801262562,2087820.0000000002,,
6389,DR=0.08_LT=25,United States,2019,Coal,0.35,96.9061115716542,2087820.0000000002,,
6390,Default,United States,2020,Coal,0.35,73.04278522192794,2087820.0000000002,,
6391,DR=0.08_LT=25,United States,2020,Coal,0.35,91.88368878095649,2087820.0000000002,,
6392,Default,United States,2021,Coal,0.35,82.03293754750935,2087820.0000000002,,
6393,DR=0.08_LT=25,United States,2021,Coal,0.35,100.8738411065379,2087820.0000000002,,
6394,Default,United States,2022,Coal,0.35,113.08951661727679,2087820.0000000002,,
6395,DR=0.08_LT=25,United States,2022,Coal,0.35,131.93042017630535,2087820.0000000002,,
6396,Default,United States,2023,Coal,0.35,83.79422010564888,2087820.0000000002,,
6397,DR=0.08_LT=25,United States,2023,Coal,0.35,102.63512366467744,2087820.0000000002,,
6398,Default,United States,2024,Coal,0.35,85.21847010564888,2087820.0000000002,,
6399,DR=0.08_LT=25,United States,2024,Coal,0.35,104.05937366467744,2087820.0000000002,,
6400,Default,United States,2015,Gas,0.35,62.38559003760982,1412616.0714285714,,
6401,DR=0.08_LT=25,United States,2015,Gas,0.35,65.80549840449218,1412616.0714285714,,
6402,Default,United States,2016,Gas,0.35,63.631316353399306,1412616.0714285714,,
6403,DR=0.08_LT=25,United States,2016,Gas,0.35,67.05122472028165,1412616.0714285714,,
6404,Default,United States,2017,Gas,0.35,64.52653916041685,1412616.0714285714,,
6405,DR=0.08_LT=25,United States,2017,Gas,0.35,67.9464475272992,1412616.0714285714,,
6406,Default,United States,2018,Gas,0.35,65.44060407269755,1412616.0714285714,,
6407,DR=0.08_LT=25,United States,2018,Gas,0.35,68.86051243957989,1412616.0714285714,,
6408,Default,United States,2019,Gas,0.35,61.842742669188766,1412616.0714285714,,
6409,DR=0.08_LT=25,United States,2019,Gas,0.35,65.26265103607112,1412616.0714285714,,
6410,Default,United States,2020,Gas,0.35,58.6772363533993,1412616.0714285714,,
6411,DR=0.08_LT=25,United States,2020,Gas,0.35,62.09714472028165,1412616.0714285714,,
6412,Default,United States,2021,Gas,0.35,69.75277073936421,1412616.0714285714,,
6413,DR=0.08_LT=25,United States,2021,Gas,0.35,73.17267910624656,1412616.0714285714,,
6414,Default,United States,2022,Gas,0.35,84.95705319550457,1412616.0714285714,,
6415,DR=0.08_LT=25,United States,2022,Gas,0.35,88.37696156238692,1412616.0714285714,,
6416,Default,United States,2023,Gas,0.35,61.92425670427649,1412616.0714285714,,
6417,DR=0.08_LT=25,United States,2023,Gas,0.35,65.34416507115884,1412616.0714285714,,
6418,Default,United States,2024,Gas,0.35,60.229903370943155,1412616.0714285714,,
6419,DR=0.08_LT=25,United States,2024,Gas,0.35,63.649811737825516,1412616.0714285714,,
6420,Default,United States,2024,Solar+BESS,0.4,42.64,2100793.1376425056,1.7,1.7
6421,DR=0.08_LT=25,United States,2024,Solar+BESS,0.4,57.72,2100793.1376425056,1.7,1.7
6422,Default,United States,2015,Solar+BESS,0.4,142.6,7787997.8038,1.7,1.7
6423,DR=0.08_LT=25,United States,2015,Solar+BESS,0.4,198.5,7787997.8038,1.7,1.7
6424,Default,United States,2016,Solar+BESS,0.4,117.13,6339109.4438000005,1.7,1.7
6425,DR=0.08_LT=25,United States,2016,Solar+BESS,0.4,162.63,6339109.4438000005,1.7,1.7
6426,Default,United States,2017,Solar+BESS,0.4,95.25,5093998.482462026,1.7,1.7
6427,DR=0.08_LT=25,United States,2017,Solar+BESS,0.4,131.81,5093998.482462026,1.7,1.7
6428,Default,United States,2018,Solar+BESS,0.4,81.5,4311890.1819458185,1.7,1.7
6429,DR=0.08_LT=25,United States,2018,Solar+BESS,0.4,112.45,4311890.1819458185,1.7,1.7
6430,Default,United States,2019,Solar+BESS,0.4,58.55,3005883.543307056,1.7,1.7
6431,DR=0.08_LT=25,United States,2019,Solar+BESS,0.4,80.12,3005883.543307056,1.7,1.7
6432,Default,United States,2020,Solar+BESS,0.4,53.54,2721038.8498657853,1.7,1.7
6433,DR=0.08_LT=25,United States,2020,Solar+BESS,0.4,73.07,2721038.8498657853,1.7,1.7
6434,Default,United States,2021,Solar+BESS,0.4,50.52,2549357.7827046476,1.7,1.7
6435,DR=0.08_LT=25,United States,2021,Solar+BESS,0.4,68.82,2549357.7827046476,1.7,1.7
6436,Default,United States,2022,Solar+BESS,0.4,51.45,2602181.0338872783,1.7,1.7
6437,DR=0.08_LT=25,United States,2022,Solar+BESS,0.4,70.13,2602181.0338872783,1.7,1.7
6438,Default,United States,2023,Solar+BESS,0.4,47.34,2368081.403996787,1.7,1.7
6439,DR=0.08_LT=25,United States,2023,Solar+BESS,0.4,64.33,2368081.403996787,1.7,1.7
6440,Default,United States,2015,Coal,0.4,69.37350407500092,2087820.0000000002,,
6441,DR=0.08_LT=25,United States,2015,Coal,0.4,85.85929468915089,2087820.0000000002,,
6442,Default,United States,2016,Coal,0.4,69.33209360988464,2087820.0000000002,,
6443,DR=0.08_LT=25,United States,2016,Coal,0.4,85.8178842240346,2087820.0000000002,,
6444,Default,United States,2017,Coal,0.4,73.64984709825673,2087820.0000000002,,
6445,DR=0.08_LT=25,United States,2017,Coal,0.4,90.1356377124067,2087820.0000000002,,
6446,Default,United States,2018,Coal,0.4,76.7959122145358,2087820.0000000002,,
6447,DR=0.08_LT=25,United States,2018,Coal,0.4,93.28170282868577,2087820.0000000002,,
6448,Default,United States,2019,Coal,0.4,71.32613500523347,2087820.0000000002,,
6449,DR=0.08_LT=25,United States,2019,Coal,0.4,87.81192561938343,2087820.0000000002,,
6450,Default,United States,2020,Coal,0.4,66.30371221453579,2087820.0000000002,,
6451,DR=0.08_LT=25,United States,2020,Coal,0.4,82.78950282868577,2087820.0000000002,,
6452,Default,United States,2021,Coal,0.4,75.2938645401172,2087820.0000000002,,
6453,DR=0.08_LT=25,United States,2021,Coal,0.4,91.77965515426716,2087820.0000000002,,
6454,Default,United States,2022,Coal,0.4,106.35044360988464,2087820.0000000002,,
6455,DR=0.08_LT=25,United States,2022,Coal,0.4,122.83623422403458,2087820.0000000002,,
6456,Default,United States,2023,Coal,0.4,77.05514709825674,2087820.0000000002,,
6457,DR=0.08_LT=25,United States,2023,Coal,0.4,93.54093771240669,2087820.0000000002,,
6458,Default,United States,2024,Coal,0.4,78.47939709825673,2087820.0000000002,,
6459,DR=0.08_LT=25,United States,2024,Coal,0.4,94.9651877124067,2087820.0000000002,,
6460,Default,United States,2015,Gas,0.4,56.92319895834718,1412616.0714285714,,
6461,DR=0.08_LT=25,United States,2015,Gas,0.4,59.91561877936925,1412616.0714285714,,
6462,Default,United States,2016,Gas,0.4,58.16892527413665,1412616.0714285714,,
6463,DR=0.08_LT=25,United States,2016,Gas,0.4,61.161345095158715,1412616.0714285714,,
6464,Default,United States,2017,Gas,0.4,59.0641480811542,1412616.0714285714,,
6465,DR=0.08_LT=25,United States,2017,Gas,0.4,62.05656790217627,1412616.0714285714,,
6466,Default,United States,2018,Gas,0.4,59.9782129934349,1412616.0714285714,,
6467,DR=0.08_LT=25,United States,2018,Gas,0.4,62.97063281445696,1412616.0714285714,,
6468,Default,United States,2019,Gas,0.4,56.380351589926136,1412616.0714285714,,
6469,DR=0.08_LT=25,United States,2019,Gas,0.4,59.37277141094819,1412616.0714285714,,
6470,Default,United States,2020,Gas,0.4,53.21484527413666,1412616.0714285714,,
6471,DR=0.08_LT=25,United States,2020,Gas,0.4,56.20726509515872,1412616.0714285714,,
6472,Default,United States,2021,Gas,0.4,64.29037966010156,1412616.0714285714,,
6473,DR=0.08_LT=25,United States,2021,Gas,0.4,67.28279948112363,1412616.0714285714,,
6474,Default,United States,2022,Gas,0.4,79.49466211624193,1412616.0714285714,,
6475,DR=0.08_LT=25,United States,2022,Gas,0.4,82.487081937264,1412616.0714285714,,
6476,Default,United States,2023,Gas,0.4,56.46186562501385,1412616.0714285714,,
6477,DR=0.08_LT=25,United States,2023,Gas,0.4,59.45428544603591,1412616.0714285714,,
6478,Default,United States,2024,Gas,0.4,54.76751229168051,1412616.0714285714,,
6479,DR=0.08_LT=25,United States,2024,Gas,0.4,57.75993211270258,1412616.0714285714,,
6480,Default,United States,2024,Solar+BESS,0.45,47.08,2560791.351856412,1.9,3.0
6481,DR=0.08_LT=25,United States,2024,Solar+BESS,0.45,63.42,2560791.351856412,1.9,3.0
6482,Default,United States,2015,Solar+BESS,0.45,168.58,10337413.7696,1.9,3.0
6483,DR=0.08_LT=25,United States,2015,Solar+BESS,0.45,234.53,10337413.7696,1.9,3.0
6484,Default,United States,2016,Solar+BESS,0.45,136.08,8257552.1386,1.9,3.0
6485,DR=0.08_LT=25,United States,2016,Solar+BESS,0.45,188.77,8257552.1386,1.9,3.0
6486,Default,United States,2017,Solar+BESS,0.45,109.23,6538573.708111698,1.9,3.0
6487,DR=0.08_LT=25,United States,2017,Solar+BESS,0.45,150.94,6538573.708111698,1.9,3.0
6488,Default,United States,2018,Solar+BESS,0.45,94.21,5577474.175187759,1.9,3.0
6489,DR=0.08_LT=25,United States,2018,Solar+BESS,0.45,129.8,5577474.175187759,1.9,3.0
6490,Default,United States,2019,Solar+BESS,0.45,65.25,3723749.364148621,1.9,3.0
6491,DR=0.08_LT=25,United States,2019,Solar+BESS,0.45,89.01,3723749.364148621,1.9,3.0
6492,Default,United States,2020,Solar+BESS,0.45,59.71,3369219.7999215415,1.9,3.0
6493,DR=0.08_LT=25,United States,2020,Solar+BESS,0.45,81.21,3369219.7999215415,1.9,3.0
6494,Default,United States,2021,Solar+BESS,0.45,56.4,3157530.8162022065,1.9,3.0
6495,DR=0.08_LT=25,United States,2021,Solar+BESS,0.45,76.55,3157530.8162022065,1.9,3.0
6496,Default,United States,2022,Solar+BESS,0.45,58.52,3293167.5936920866,1.9,3.0
6497,DR=0.08_LT=25,United States,2022,Solar+BESS,0.45,79.53,3293167.5936920866,1.9,3.0
6498,Default,United States,2023,Solar+BESS,0.45,53.05,2943141.9257773985,1.9,3.0
6499,DR=0.08_LT=25,United States,2023,Solar+BESS,0.45,71.83,2943141.9257773985,1.9,3.0
6500,Default,United States,2015,Coal,0.45,64.13200284702924,2087820.0000000002,,
6501,DR=0.08_LT=25,United States,2015,Coal,0.45,78.78603894849589,2087820.0000000002,,
6502,Default,United States,2016,Coal,0.45,64.09059238191297,2087820.0000000002,,
6503,DR=0.08_LT=25,United States,2016,Coal,0.45,78.7446284833796,2087820.0000000002,,
6504,Default,United States,2017,Coal,0.45,68.40834587028506,2087820.0000000002,,
6505,DR=0.08_LT=25,United States,2017,Coal,0.45,83.0623819717517,2087820.0000000002,,
6506,Default,United States,2018,Coal,0.45,71.55441098656412,2087820.0000000002,,
6507,DR=0.08_LT=25,United States,2018,Coal,0.45,86.20844708803075,2087820.0000000002,,
6508,Default,United States,2019,Coal,0.45,66.0846337772618,2087820.0000000002,,
6509,DR=0.08_LT=25,United States,2019,Coal,0.45,80.73866987872843,2087820.0000000002,,
6510,Default,United States,2020,Coal,0.45,61.06221098656413,2087820.0000000002,,
6511,DR=0.08_LT=25,United States,2020,Coal,0.45,75.71624708803077,2087820.0000000002,,
6512,Default,United States,2021,Coal,0.45,70.05236331214552,2087820.0000000002,,
6513,DR=0.08_LT=25,United States,2021,Coal,0.45,84.70639941361216,2087820.0000000002,,
6514,Default,United States,2022,Coal,0.45,101.10894238191298,2087820.0000000002,,
6515,DR=0.08_LT=25,United States,2022,Coal,0.45,115.7629784833796,2087820.0000000002,,
6516,Default,United States,2023,Coal,0.45,71.81364587028506,2087820.0000000002,,
6517,DR=0.08_LT=25,United States,2023,Coal,0.45,86.4676819717517,2087820.0000000002,,
6518,Default,United States,2024,Coal,0.45,73.23789587028506,2087820.0000000002,,
6519,DR=0.08_LT=25,United States,2024,Coal,0.45,87.89193197175169,2087820.0000000002,,
6520,Default,United States,2015,Gas,0.45,52.67467256336513,1412616.0714285714,,
6521,DR=0.08_LT=25,United States,2015,Gas,0.45,55.334601293162535,1412616.0714285714,,
6522,Default,United States,2016,Gas,0.45,53.920398879154604,1412616.0714285714,,
6523,DR=0.08_LT=25,United States,2016,Gas,0.45,56.580327608952004,1412616.0714285714,,
6524,Default,United States,2017,Gas,0.45,54.81562168617215,1412616.0714285714,,
6525,DR=0.08_LT=25,United States,2017,Gas,0.45,57.47555041596955,1412616.0714285714,,
6526,Default,United States,2018,Gas,0.45,55.72968659845285,1412616.0714285714,,
6527,DR=0.08_LT=25,United States,2018,Gas,0.45,58.38961532825024,1412616.0714285714,,
6528,Default,United States,2019,Gas,0.45,52.13182519494407,1412616.0714285714,,
6529,DR=0.08_LT=25,United States,2019,Gas,0.45,54.79175392474147,1412616.0714285714,,
6530,Default,United States,2020,Gas,0.45,48.96631887915461,1412616.0714285714,,
6531,DR=0.08_LT=25,United States,2020,Gas,0.45,51.626247608952,1412616.0714285714,,
6532,Default,United States,2021,Gas,0.45,60.04185326511952,1412616.0714285714,,
6533,DR=0.08_LT=25,United States,2021,Gas,0.45,62.70178199491692,1412616.0714285714,,
6534,Default,United States,2022,Gas,0.45,75.24613572125988,1412616.0714285714,,
6535,DR=0.08_LT=25,United States,2022,Gas,0.45,77.90606445105728,1412616.0714285714,,
6536,Default,United States,2023,Gas,0.45,52.2133392300318,1412616.0714285714,,
6537,DR=0.08_LT=25,United States,2023,Gas,0.45,54.87326795982919,1412616.0714285714,,
6538,Default,United States,2024,Gas,0.45,50.51898589669847,1412616.0714285714,,
6539,DR=0.08_LT=25,United States,2024,Gas,0.45,53.17891462649587,1412616.0714285714,,
6540,Default,United States,2024,Solar+BESS,0.5,50.92,3034317.1669898154,2.1,4.3
6541,DR=0.08_LT=25,United States,2024,Solar+BESS,0.5,68.34,3034317.1669898154,2.1,4.3
6542,Default,United States,2015,Solar+BESS,0.5,191.13,13005801.839000002,2.1,4.3
6543,DR=0.08_LT=25,United States,2015,Solar+BESS,0.5,265.81,13005801.839000002,2.1,4.3
6544,Default,United States,2016,Solar+BESS,0.5,152.52,10260059.073800001,2.1,4.3
6545,DR=0.08_LT=25,United States,2016,Solar+BESS,0.5,211.44,10260059.073800001,2.1,4.3
6546,Default,United States,2017,Solar+BESS,0.5,121.34,8042788.668636417,2.1,4.3
6547,DR=0.08_LT=25,United States,2017,Solar+BESS,0.5,167.53,8042788.668636417,2.1,4.3
6548,Default,United States,2018,Solar+BESS,0.5,105.23,6897030.824953906,2.1,4.3
6549,DR=0.08_LT=25,United States,2018,Solar+BESS,0.5,144.84,6897030.824953906,2.1,4.3
6550,Default,United States,2019,Solar+BESS,0.5,71.04,4465837.172038398,2.1,4.3
6551,DR=0.08_LT=25,United States,2019,Solar+BESS,0.5,96.69,4465837.172038398,2.1,4.3
6552,Default,United States,2020,Solar+BESS,0.5,65.05,4039192.2082368797,2.1,4.3
6553,DR=0.08_LT=25,United States,2020,Solar+BESS,0.5,88.24,4039192.2082368797,2.1,4.3
6554,Default,United States,2021,Solar+BESS,0.5,61.49,3786192.8297557263,2.1,4.3
6555,DR=0.08_LT=25,United States,2021,Solar+BESS,0.5,83.23,3786192.8297557263,2.1,4.3
6556,Default,United States,2022,Solar+BESS,0.5,64.65,4010792.1853930023,2.1,4.3
6557,DR=0.08_LT=25,United States,2022,Solar+BESS,0.5,87.68,4010792.1853930023,2.1,4.3
6558,Default,United States,2023,Solar+BESS,0.5,58.0,3538060.658020489,2.1,4.3
6559,DR=0.08_LT=25,United States,2023,Solar+BESS,0.5,78.32,3538060.658020489,2.1,4.3
6560,Default,United States,2015,Coal,0.5,59.938801864651886,2087820.0000000002,,
6561,DR=0.08_LT=25,United States,2015,Coal,0.5,73.12743435597187,2087820.0000000002,,
6562,Default,United States,2016,Coal,0.5,59.89739139953562,2087820.0000000002,,
6563,DR=0.08_LT=25,United States,2016,Coal,0.5,73.08602389085561,2087820.0000000002,,
6564,Default,United States,2017,Coal,0.5,64.21514488790771,2087820.0000000002,,
6565,DR=0.08_LT=25,United States,2017,Coal,0.5,77.40377737922769,2087820.0000000002,,
6566,Default,United States,2018,Coal,0.5,67.36121000418677,2087820.0000000002,,
6567,DR=0.08_LT=25,United States,2018,Coal,0.5,80.54984249550677,2087820.0000000002,,
6568,Default,United States,2019,Coal,0.5,61.891432794884444,2087820.0000000002,,
6569,DR=0.08_LT=25,United States,2019,Coal,0.5,75.08006528620444,2087820.0000000002,,
6570,Default,United States,2020,Coal,0.5,56.86901000418678,2087820.0000000002,,
6571,DR=0.08_LT=25,United States,2020,Coal,0.5,70.05764249550677,2087820.0000000002,,
6572,Default,United States,2021,Coal,0.5,65.85916232976815,2087820.0000000002,,
6573,DR=0.08_LT=25,United States,2021,Coal,0.5,79.04779482108816,2087820.0000000002,,
6574,Default,United States,2022,Coal,0.5,96.91574139953559,2087820.0000000002,,
6575,DR=0.08_LT=25,United States,2022,Coal,0.5,110.10437389085561,2087820.0000000002,,
6576,Default,United States,2023,Coal,0.5,67.62044488790771,2087820.0000000002,,
6577,DR=0.08_LT=25,United States,2023,Coal,0.5,80.80907737922769,2087820.0000000002,,
6578,Default,United States,2024,Coal,0.5,69.0446948879077,2087820.0000000002,,
6579,DR=0.08_LT=25,United States,2024,Coal,0.5,82.23332737922769,2087820.0000000002,,
6580,Default,United States,2015,Gas,0.5,49.2758514473795,1412616.0714285714,,
6581,DR=0.08_LT=25,United States,2015,Gas,0.5,51.66978730419715,1412616.0714285714,,
6582,Default,United States,2016,Gas,0.5,50.52157776316897,1412616.0714285714,,
6583,DR=0.08_LT=25,United States,2016,Gas,0.5,52.915513619986626,1412616.0714285714,,
6584,Default,United States,2017,Gas,0.5,51.416800570186524,1412616.0714285714,,
6585,DR=0.08_LT=25,United States,2017,Gas,0.5,53.81073642700417,1412616.0714285714,,
6586,Default,United States,2018,Gas,0.5,52.33086548246722,1412616.0714285714,,
6587,DR=0.08_LT=25,United States,2018,Gas,0.5,54.72480133928487,1412616.0714285714,,
6588,Default,United States,2019,Gas,0.5,48.733004078958444,1412616.0714285714,,
6589,DR=0.08_LT=25,United States,2019,Gas,0.5,51.1269399357761,1412616.0714285714,,
6590,Default,United States,2020,Gas,0.5,45.56749776316897,1412616.0714285714,,
6591,DR=0.08_LT=25,United States,2020,Gas,0.5,47.96143361998663,1412616.0714285714,,
6592,Default,United States,2021,Gas,0.5,56.64303214913388,1412616.0714285714,,
6593,DR=0.08_LT=25,United States,2021,Gas,0.5,59.036968005951536,1412616.0714285714,,
6594,Default,United States,2022,Gas,0.5,71.84731460527425,1412616.0714285714,,
6595,DR=0.08_LT=25,United States,2022,Gas,0.5,74.24125046209191,1412616.0714285714,,
6596,Default,United States,2023,Gas,0.5,48.814518114046166,1412616.0714285714,,
6597,DR=0.08_LT=25,United States,2023,Gas,0.5,51.20845397086382,1412616.0714285714,,
6598,Default,United States,2024,Gas,0.5,47.120164780712834,1412616.0714285714,,
6599,DR=0.08_LT=25,United States,2024,Gas,0.5,49.51410063753049,1412616.0714285714,,
6600,Default,United States,2024,Solar+BESS,0.55,54.32,3519458.0526520293,2.3,5.7
6601,DR=0.08_LT=25,United States,2024,Solar+BESS,0.55,72.69,3519458.0526520293,2.3,5.7
6602,Default,United States,2015,Solar+BESS,0.55,211.58,15822478.620000001,2.3,5.7
6603,DR=0.08_LT=25,United States,2015,Solar+BESS,0.55,294.18,15822478.620000001,2.3,5.7
6604,Default,United States,2016,Solar+BESS,0.55,167.37,12363735.3598,2.3,5.7
6605,DR=0.08_LT=25,United States,2016,Solar+BESS,0.55,231.91,12363735.3598,2.3,5.7
6606,Default,United States,2017,Solar+BESS,0.55,132.25,9616202.923885781,2.3,5.7
6607,DR=0.08_LT=25,United States,2017,Solar+BESS,0.55,182.45,9616202.923885781,2.3,5.7
6608,Default,United States,2018,Solar+BESS,0.55,115.18,8280497.990937597,2.3,5.7
6609,DR=0.08_LT=25,United States,2018,Solar+BESS,0.55,158.4,8280497.990937597,2.3,5.7
6610,Default,United States,2019,Solar+BESS,0.55,76.21,5231984.656123964,2.3,5.7
6611,DR=0.08_LT=25,United States,2019,Solar+BESS,0.55,103.52,5231984.656123964,2.3,5.7
6612,Default,United States,2020,Solar+BESS,0.55,69.8,4730737.627814254,2.3,5.7
6613,DR=0.08_LT=25,United States,2020,Solar+BESS,0.55,94.5,4730737.627814254,2.3,5.7
6614,Default,United States,2021,Solar+BESS,0.55,66.02,4435177.474231911,2.3,5.7
6615,DR=0.08_LT=25,United States,2021,Solar+BESS,0.55,89.17,4435177.474231911,2.3,5.7
6616,Default,United States,2022,Solar+BESS,0.55,70.15,4757913.2257377785,2.3,5.7
6617,DR=0.08_LT=25,United States,2022,Solar+BESS,0.55,94.98,4757913.2257377785,2.3,5.7
6618,Default,United States,2023,Solar+BESS,0.55,62.42,4153120.096829507,2.3,5.7
6619,DR=0.08_LT=25,United States,2023,Solar+BESS,0.55,84.1,4153120.096829507,2.3,5.7
6620,Default,United States,2015,Coal,0.55,56.50800106088861,2087820.0000000002,,
6621,DR=0.08_LT=25,United States,2015,Coal,0.55,68.4976669620886,2087820.0000000002,,
6622,Default,United States,2016,Coal,0.55,56.46659059577233,2087820.0000000002,,
6623,DR=0.08_LT=25,United States,2016,Coal,0.55,68.45625649697232,2087820.0000000002,,
6624,Default,United States,2017,Coal,0.55,60.78434408414442,2087820.0000000002,,
6625,DR=0.08_LT=25,United States,2017,Coal,0.55,72.7740099853444,2087820.0000000002,,
6626,Default,United States,2018,Coal,0.55,63.9304092004235,2087820.0000000002,,
6627,DR=0.08_LT=25,United States,2018,Coal,0.55,75.92007510162348,2087820.0000000002,,
6628,Default,United States,2019,Coal,0.55,58.460631991121154,2087820.0000000002,,
6629,DR=0.08_LT=25,United States,2019,Coal,0.55,70.45029789232115,2087820.0000000002,,
6630,Default,United States,2020,Coal,0.55,53.43820920042349,2087820.0000000002,,
6631,DR=0.08_LT=25,United States,2020,Coal,0.55,65.42787510162348,2087820.0000000002,,
6632,Default,United States,2021,Coal,0.55,62.428361526004885,2087820.0000000002,,
6633,DR=0.08_LT=25,United States,2021,Coal,0.55,74.41802742720488,2087820.0000000002,,
6634,Default,United States,2022,Coal,0.55,93.48494059577233,2087820.0000000002,,
6635,DR=0.08_LT=25,United States,2022,Coal,0.55,105.47460649697231,2087820.0000000002,,
6636,Default,United States,2023,Coal,0.55,64.18964408414442,2087820.0000000002,,
6637,DR=0.08_LT=25,United States,2023,Coal,0.55,76.1793099853444,2087820.0000000002,,
6638,Default,United States,2024,Coal,0.55,65.61389408414442,2087820.0000000002,,
6639,DR=0.08_LT=25,United States,2024,Coal,0.55,77.60355998534442,2087820.0000000002,,
6640,Default,United States,2015,Gas,0.55,46.494997807027616,1412616.0714285714,,
6641,DR=0.08_LT=25,United States,2015,Gas,0.55,48.671303131407306,1412616.0714285714,,
6642,Default,United States,2016,Gas,0.55,47.7407241228171,1412616.0714285714,,
6643,DR=0.08_LT=25,United States,2016,Gas,0.55,49.91702944719677,1412616.0714285714,,
6644,Default,United States,2017,Gas,0.55,48.63594692983464,1412616.0714285714,,
6645,DR=0.08_LT=25,United States,2017,Gas,0.55,50.812252254214314,1412616.0714285714,,
6646,Default,United States,2018,Gas,0.55,49.55001184211534,1412616.0714285714,,
6647,DR=0.08_LT=25,United States,2018,Gas,0.55,51.72631716649501,1412616.0714285714,,
6648,Default,United States,2019,Gas,0.55,45.952150438606566,1412616.0714285714,,
6649,DR=0.08_LT=25,United States,2019,Gas,0.55,48.12845576298625,1412616.0714285714,,
6650,Default,United States,2020,Gas,0.55,42.786644122817094,1412616.0714285714,,
6651,DR=0.08_LT=25,United States,2020,Gas,0.55,44.96294944719677,1412616.0714285714,,
6652,Default,United States,2021,Gas,0.55,53.86217850878201,1412616.0714285714,,
6653,DR=0.08_LT=25,United States,2021,Gas,0.55,56.038483833161685,1412616.0714285714,,
6654,Default,United States,2022,Gas,0.55,69.06646096492237,1412616.0714285714,,
6655,DR=0.08_LT=25,United States,2022,Gas,0.55,71.24276628930204,1412616.0714285714,,
6656,Default,United States,2023,Gas,0.55,46.03366447369429,1412616.0714285714,,
6657,DR=0.08_LT=25,United States,2023,Gas,0.55,48.20996979807396,1412616.0714285714,,
6658,Default,United States,2024,Gas,0.55,44.339311140360955,1412616.0714285714,,
6659,DR=0.08_LT=25,United States,2024,Gas,0.55,46.51561646474063,1412616.0714285714,,
6660,Default,United States,2024,Solar+BESS,0.6,57.27,4014229.899008356,2.5,7.1
6661,DR=0.08_LT=25,United States,2024,Solar+BESS,0.6,76.48,4014229.899008356,2.5,7.1
6662,Default,United States,2015,Solar+BESS,0.6,228.93,18664093.7288,2.5,7.1
6663,DR=0.08_LT=25,United States,2015,Solar+BESS,0.6,318.25,18664093.7288,2.5,7.1
6664,Default,United States,2016,Solar+BESS,0.6,180.02,14489708.5488,2.5,7.1
6665,DR=0.08_LT=25,United States,2016,Solar+BESS,0.6,249.36,14489708.5488,2.5,7.1
6666,Default,United States,2017,Solar+BESS,0.6,141.57,11208772.30815924,2.5,7.1
6667,DR=0.08_LT=25,United States,2017,Solar+BESS,0.6,195.21,11208772.30815924,2.5,7.1
6668,Default,United States,2018,Solar+BESS,0.6,123.66,9679633.43648791,2.5,7.1
6669,DR=0.08_LT=25,United States,2018,Solar+BESS,0.6,169.98,9679633.43648791,2.5,7.1
6670,Default,United States,2019,Solar+BESS,0.6,80.67,6011151.2550786175,2.5,7.1
6671,DR=0.08_LT=25,United States,2019,Solar+BESS,0.6,109.44,6011151.2550786175,2.5,7.1
6672,Default,United States,2020,Solar+BESS,0.6,73.91,5434089.587154384,2.5,7.1
6673,DR=0.08_LT=25,United States,2020,Solar+BESS,0.6,99.91,5434089.587154384,2.5,7.1
6674,Default,United States,2021,Solar+BESS,0.6,69.94,5095212.407719806,2.5,7.1
6675,DR=0.08_LT=25,United States,2021,Solar+BESS,0.6,94.32,5095212.407719806,2.5,7.1
6676,Default,United States,2022,Solar+BESS,0.6,74.86,5515418.091428701,2.5,7.1
6677,DR=0.08_LT=25,United States,2022,Solar+BESS,0.6,101.25,5515418.091428701,2.5,7.1
6678,Default,United States,2023,Solar+BESS,0.6,66.22,4778314.8514810605,2.5,7.1
6679,DR=0.08_LT=25,United States,2023,Solar+BESS,0.6,89.09,4778314.8514810605,2.5,7.1
6680,Default,United States,2015,Coal,0.6,53.64900039108588,2087820.0000000002,,
6681,DR=0.08_LT=25,United States,2015,Coal,0.6,64.63952746718586,2087820.0000000002,,
6682,Default,United States,2016,Coal,0.6,53.6075899259696,2087820.0000000002,,
6683,DR=0.08_LT=25,United States,2016,Coal,0.6,64.59811700206959,2087820.0000000002,,
6684,Default,United States,2017,Coal,0.6,57.9253434143417,2087820.0000000002,,
6685,DR=0.08_LT=25,United States,2017,Coal,0.6,68.91587049044169,2087820.0000000002,,
